,name,roast,acid,body,desc_1,region,keyword,new_keyword,cluster
1874,YCFCU Banko Gotiti Coop G1,0.8,0.8504273504273505,0.9,"Evaluated as espresso. Lush, complex, richly sweet-savory. Peach, fine musk, cocoa powder, freesia-like flowers, pungent frankincense in aroma and small cup. Plump, syrupy mouthfeel; clean, crisp, cocoa-toned finish. The cocoa notes from the small cup bloom into dark chocolate in cappuccino-scaled milk, nicely complicated by flowers and frankincense.",africa_arabia,"['espresso', 'cocoa', 'chocolate', 'cappuccino']",chocolate,0
1875,Espresso 1849 Blend,0.6,0.8504273504273505,0.9,"Evaluated as espresso. Vibrant and engaging; richly sweet-tart. Pomegranate, dark chocolate, blood orange zest, narcissus, sandalwood in aroma and small cup. Plush, syrupy mouthfeel; crisp, resonant finish. In three parts milk, both chocolate and floral tones bloom, supported by hints of spicy citrus zest and aromatic wood notes.",,"['espresso', 'chocolate', 'pomegranate', 'orange']","fruity, chocolate",0
1876,Guatemala Finca Las Terrazas,0.4,0.9,0.8,"Sweet yet zesty, vivacious. Honey, peach, ripe lime zest, black tea, a hint of parsley in aroma and cup. Sweetly brisk, lively in structure; light but satiny mouthfeel. Flavor consolidates around floral honey and peach in a crisply sweet-toned finish.",central_america,"['zesty', 'peach', 'floral', 'honey']","fruity, sweety, floral",2
1877,Suyusama Program Colombia,0.4,0.9,0.9,"Crisp, deeply resonant, classic. Dried rose and lavender, cherry, roasted pistachio, a hint of marjoram in aroma and cup. The structure is sweet-tart with a savory bottom; syrupy and full in mouthfeel. Pistachio and flowers carry into a long, deep, perfumy finish.",south_america,"['pistachio', 'lavender', 'flowers', 'marjoram']","nutty, green, floral",2
1878,Static Peru Valle de Chingama Peru,0.4,0.8,0.9,"Deeply pungent and richly sweet. Lavender, baker’s chocolate, oak, ripe fig, a hint of ginger in aroma and cup. Roundly sweet-tart and juicy in structure; full and satiny in mouthfeel. Baker’s chocolate carries distinctly and pleasingly into an otherwise short finish.  ",south_america,"['chocolate', 'lavender', 'ginger', 'baker']","chocolate, spicy, floral",1
1879,Static Chirinos Peru,0.4,0.8,0.8,"Richly low-toned, gently zesty. Cedar, baker’s chocolate, grapefruit zest, apple, a hint of magnolia-like flowers in aroma and cup. Sweetly and quietly tart in structure, with a brisk edge. Plump mouthfeel. Flavor consolidates in a sweet, though rather drying, finish.",south_america,"['cedar', 'zesty', 'chocolate']","chocolate, green",1
1880,Kenya Muranga Gondo,0.4,0.9,0.8,"Spice-toned, richly sweet, deeply savory. White peach, fine musk, freesia, almond, myrrh in aroma and cup. Delicate, sweet-savory structure, with bright, juicy acidity. The resonant, richly drying finish leads with white peach and musk in the short, rounding to notes of sweet almond with a hint of myrrh in the long.",africa_arabia,"['almond', 'peach', 'spice', 'musk']","fruity, nutty, spicy",2
1881,Costa Rica Esteban Zamora,0.4,0.8,0.8,"Balanced, richly sweet-savory. Lemon verbena, roasted cacao nib, date, honeysuckle, cinnamon in aroma and cup. Crisply sweet in structure, with brisk acidity; velvety mouthfeel. The sweetly herbaceous finish consolidates to notes of lemon verbena and cocoa-toned cinnamon. ",central_america,"['cinnamon', 'cacao', 'cocoa', 'lemon', 'honeysuckle']","chocolate, spicy, floral, sour",2
1882,El Salvador Loma La GLoria Natural,0.4,0.9,0.8,"Deeply sweet and bright; rich-toned. Dried mango, honey, apple blossom, pink peppercorn, oak in aroma and cup. Sweet-tart in structure with juicy acidity; velvety-smooth mouthfeel. The fruit-driven finish is resonant, consolidating to notes of dried mango, honey and oak.",central_america,"['mango', 'fruit', 'blossom', 'honey']","fruity, sweety, floral",2
1883,Burundi Nkonge Hill Red Honey,0.6,0.8,0.9,"Sweetly roast-rounded, richly savory. Dark caramel, pipe tobacco, date, almond, hops in aroma and cup. Sweet-savory in structure with rounded acidity; plump, syrupy mouthfeel. The finish leads with notes of date and pipe tobacco in the short, with almond and hops returning in the long. ",africa_arabia,"['sweetly', 'roast', 'caramel', 'savory', 'syrupy']","sweety, body",1
1884,Tano Batak Sumatra,0.4,0.9,0.9,"Rich-toned, deeply and sweetly earthy. Chocolate fudge, white sage, blackberry, perique pipe tobacco, plumeria-like flowers in aroma and cup. Balanced, sweet-savory structure with vibrant, juicy acidity; delicate, satiny mouthfeel. The resonant, flavor-saturated finish displays notes of blackberry and tobacco in the short, plumeria and sage in the long, and deep chocolate throughout. ",asia_pacific,"['chocolate', 'fudge', 'plumeria']","chocolate, floral",1
1885,Flight Espresso,0.4,0.8504273504273505,0.8,"Evaluated as espresso. Deeply sweet, richly tart. Lilac, cocoa powder, watermelon candy, grapefruit zest, cedar in aroma and small cup. Crisp, velvety mouthfeel; resonant, long finish that opens with watermelon and concludes with pink grapefruit zest, with cocoa and lilac ranged between. In three parts milk, nicely balanced cocoa and floral tones.",,"['espresso', 'lilac', 'watermelon', 'floral', 'candy']","fruity, sweety, floral",0
1886,Zambia AAA/AA,0.6,0.8,0.9,"Richly sweet, roast-toned. Dried black cherry, vanilla, singed mesquite, baker’s chocolate, nutmeg in aroma and cup. Bittersweet structure with round, gentle acidity; velvety mouthfeel. The resonant finish leads with notes of black cherry and nutmeg in the short, rounding to vanilla-toned chocolate in the long, all supported by an inviting undercurrent of smoky aromatic wood notes.",africa_arabia,"['chocolate', 'vanilla', 'cherry', 'toned']","fruity, sweety, chocolate",1
1887,Sumatra Batak Naga Saribu M-Plus,0.6,0.9,0.8,"Spicy, earth-toned, lightly roasty. Dark chocolate, fresh-turned earth, gently scorched oak, pipe tobacco, hints of peppercorn and sweet flowers in aroma and cup. Vibrantly sweet-savory in structure. Plush, velvety mouthfeel. Chocolate in particular carries into a round, resonant finish, complicated by continued hints of tobacco, earth and flowers.",asia_pacific,"['chocolate', 'spicy', 'peppercorn', 'savory']","chocolate, spicy, body",1
1888,Ethiopia Guji Natural Dasaya G1,0.2,0.8,0.9,"Fruit-toned, engagingly complex. Mulberry, musk, cocoa, freesia-like flowers, elderflower liqueur in aroma and cup. Balanced in structure (sweet, tart, savory); plush, lively mouthfeel. The resonant finish leads with fruit (think berry medley) in the short, while the long is characterized by spice-toned florals and a hint of sweet ferment.",africa_arabia,"['mulberry', 'florals', 'fruit', 'flowers']","fruity, floral, berry",2
1889,Dandelion Espresso Blend,0.4,0.8504273504273505,0.8,"Evaluated as espresso. Richly sweet, floral-toned. Magnolia, baker’s chocolate, salted cashew, marjoram, black cherry in aroma and small cup. Crisp yet velvety mouthfeel; dry, sweetly savory (herbaceous) finish. In three parts milk, bittersweet cocoa tones predominate, supported by ripe black cherry and salted cashew.",,"['espresso', 'floral', 'chocolate', 'cocoa']","chocolate, floral",0
1890,Choice Caramel Dried Prune,0.4,0.8504273504273505,0.8,"Evaluated as espresso. Richly sweet, caramelly. Orange zest, dark caramel, fir, raisin, freesia in aroma and small cup. Full, satiny mouthfeel; wood-framed, caramel- and fruit-toned finish. In three parts milk, raisin and caramel notes are foregrounded, with spice-toned, freesia-like flowers underneath.",,"['espresso', 'caramel', 'caramelly', 'orange']","fruity, sweety",0
1891,Taurus Earth Espresso,0.6,0.8504273504273505,0.9,"Evaluated as espresso. Crisp, aromatic, chocolate-toned. Baker’s chocolate, fresh-cut cedar, lilac-like flowers, hints of tangerine zest and fresh-turned earth in aroma and small cup. Fat, full mouthfeel. Chocolate and flowers survive in the short finish, though fade in the long. Quiet and and crisply cocoa-toned in three-parts milk, with quiet complications of flowers and nut, perhaps pistachio.   ",,"['espresso', 'chocolate', 'cocoa', 'baker']",chocolate,0
1892,Ethiopia Natural Yirgacheffe Adado Shara,0.4,0.9,0.9,"Crisply sweet, delicate yet opulent. Cocoa powder, lilac-like flowers, roasted cashew, blueberry, sandalwood in aroma and cup. Sweetly and gently tart in structure; vibrant. In mouthfeel soft, lightly plush. Lilac and cocoa in particular carry into a rich though rather dry and woody finish.",africa_arabia,"['lilac', 'cocoa', 'flowers', 'blueberry']","chocolate, floral, berry",2
1893,No. 7 Espresso Blend,0.6,0.8504273504273505,0.9,"Evaluated as espresso. Intricate, layered, richly sweet. Narcissus, dark chocolate, singed cedar, black truffle, ripe papaya in aroma and small cup. Lively, syrupy body. Floral, sweet-savory finish, with notes of dark chocolate throughout, supported by narcissus and black truffle. In three parts milk, the chocolate and floral notes are both rounded and enlivened.",,"['espresso', 'chocolate', 'truffle', 'narcissus']","chocolate, floral",0
1894,Kenya Embu Uteuzi Jimbo,0.4,0.9,0.9,"Delicately sweet, richly savory. Red currant, butterscotch, fresh-cut cedar, tamarind, lantana-like floral notes in aroma and cup. Bright, sweet-tart structure with lively acidity; syrupy-smooth mouthfeel. The short finish is flavor-saturated, consolidating in the long to notes of red currant and butterscotch.",africa_arabia,"['currant', 'lantana', 'floral', 'butterscotch']","fruity, floral",2
1895,Ethiopia Dumerso,0.4,0.8,0.9,"Rich-toned, fruit-forward. Strawberry, baker’s chocolate, honeysuckle-like flowers, almond, frankincense in aroma and cup. Bittersweet structure with brisk acidity; plush, syrupy mouthfeel. The short finish is centered around berry and floral notes, while cocoa-toned almond with a hint of frankincense characterizes the long.",africa_arabia,"['almond', 'chocolate', 'floral', 'strawberry', 'frankincense']","chocolate, nutty, floral, berry",1
1896,Sumatra Batak Naga Saribu,0.4,0.8,0.9,"Sweetly earth-toned, spice-forward. Aromatic orchid, moist fresh-fallen leaves, cashew, cinnamon. Bing cherry in aroma and cup. Sweet-tart-structure with crisp acidity; plush, full mouthfeel. The finish is resonant and richly drying, with leading notes of aromatic orchid and cherry in the short and oak and cinnamon in the long.",asia_pacific,"['sweetly', 'orchid', 'aromatic', 'spice']","sweety, spicy, floral",2
1897,Replay Espresso,0.4,0.8504273504273505,0.8,"Evaluated as espresso. Floral-toned, deeply sweet. Lilac, toffee, black cherry, cedar, orange zest in aroma and small cup. Crisp, satiny mouthfeel; gently drying finish carried by notes of toffee and lilac in the short, orange zest and cedar in the long. Especially floral-driven in cappucino-scaled milk, with the rich toffee notes also amplified.",,"['espresso', 'floral', 'toffee', 'lilac']",floral,0
1898,Burundi Gaharo Hill Long Miles Coffee Project Natural,0.4,0.8,0.9,"Deeply rich, sweet-savory. Rhododendron, mango, almond brittle, thyme, oak in aroma and cup. Sweet-toned, savory structure; full, satiny mouthfeel. The gently drying finish consolidates to notes of oak and almond, with a hint of sweet herb suggesting thyme.",africa_arabia,"['almond', 'rhododendron', 'savory', 'mango', 'brittle']","fruity, nutty, body",2
1899,Kiniyota Burundi,0.2,0.9,0.8,"High-toned, spice-forward, richly sweet. Nougat, lavender, dried apricot, cedar, a hint of cumin in aroma and cup. Balanced, sweetly tart structure with vibrant, juicy acidity; crisp, satiny mouthfeel. The finish is sweet though rather short, with gently drying notes of sweet hazelnut and nougat and a hint of rich aromatic wood.",africa_arabia,"['hazelnut', 'lavender', 'nougat', 'spice']","nutty, spicy, floral",2
1900,Burundi Gahahe Washing Station Microlot Honey,0.4,0.8,0.8,"Crisply sweet-toned. Caramel, fig, oak, narcissus-like flowers, almond in aroma and cup. Balanced, sweet structure with brisk acidity; full, syrupy mouthfeel. The short finish resonates with sweet floral and rich fruit notes, while the long consolidates to almond and oak.",africa_arabia,"['caramel', 'floral', 'almond', 'fruit']","fruity, sweety, nutty, floral",2
1901,Rwanda Cyato,0.4,0.8,0.8,"Brightly sweet with a savory depth. Lemon verbena, roasted cacao nib, rhododendron, date, cedar in aroma and cup. Quietly sweet-tart structure; delicate, silky mouthfeel. The finish is richly drying, consolidating around cacao nib and lemon verbena.",,"['cacao', 'lemon', 'verbena', 'cedar']","chocolate, green, sour",2
1902,Rwanda Hingakawa Women’s Co-op Fair Trade,0.4,0.8,0.9,"Balanced, sweetly savory. Lime zest, toffee, fresh-cut fir, cashew, lilac-like flowers  in aroma and cup. Quietly sweet-tart structure; full, velvety mouthfeel. Lime zest and toffee carry the finish.",,"['lilac', 'sweetly', 'flowers', 'lime']","sweety, floral, sour",2
1903,Uganda Kapchorwa,0.4,0.8,0.8,"Crisply sweet, spice-toned. Brown sugar, baked apple, lemon zest, cayenne, fresh-cut pine in aroma and cup. Bittersweet structure; delicate, satiny mouthfeel. The richly drying finish is characterized by notes of baked apple in the short and bittersweet citrus zest with a hint of warming spice in the long.",africa_arabia,"['sugar', 'baked', 'citrus', 'spice']","sweety, spicy, sour",2
1904,Burundi Gitwe Natural Bourbon,0.4,0.9,0.8,"Richly sweet, crisply tart. Butterscotch, lemon zest, peach, honey, fresh-cut cedar in aroma and cup. Balanced, delicately sweet-tart structure with vibrant acidity; crisp, satiny mouthfeel. The flavor-saturated finish consolidates to notes of butterscotch and lemon zest, with a hint of cedar.",africa_arabia,"['cedar', 'butterscotch', 'tart', 'lemon']","green, sour",2
1905,Gahahe Burundi Natural,0.4,0.9,0.8,"Fruit-toned, vibrantly sweet. Dark chocolate, raspberry, agave syrup, oak wine barrel, freesia-like flowers in aroma and cup. Richly sweet-toned in structure, with lively acidity. Crisp, velvety mouthfeel. The resonant finish consolidates to notes of raspberry and freesia with a hint of sweet ferment.",africa_arabia,"['fruit', 'chocolate', 'syrup', 'flowers']","fruity, sweety, chocolate, floral",3
1906,Winer,0.4,0.8,0.8,"Bright, crisply sweet-tart. Peach, nougat, roasted cacao nib, lavender, cedar in aroma and cup. Tart-leaning, sweet structure with juicy acidity; delicate, satiny mouthfeel. The richly drying finish is balanced and resonant, leading with notes of peach and nougat in the short, rounding to cocoa in the long.",africa_arabia,"['cacao', 'peach', 'cocoa', 'nougat']","fruity, chocolate, nutty",2
1907,Burundi Long Miles Coffee Project Natural,0.4,0.8,0.9,"Richly sweet, spice-toned. Baker’s chocolate, cinnamon, banana, cashew, citrusy lantana flowers in aroma and cup. Bittersweet in structure, with juicy acidity; velvety-smooth mouthfeel. Notes of baker’s chocolate and banana are sweetly resonant in the short finish, spice-toned florals resurface in the long.",africa_arabia,"['florals', 'lantana', 'chocolate', 'flowers']","chocolate, floral",1
1908,Long Miles Coffee Project Nkonge Hill Burundi Red Honey,0.4,0.8,0.8,"Rich-toned, balanced, deeply sweet. Apricot, dark chocolate, hazelnut, citrusy lantana flowers, cinnamon in aroma and cup. Crisply sweet in structure with lively acidity; lightly syrupy mouthfeel. Notes of sweet-tart stone fruit carry into the long finish, supported by dark chocolate and a hint of cinnamon-like spice.",africa_arabia,"['lantana', 'hazelnut', 'chocolate', 'apricot', 'citrusy']","fruity, chocolate, nutty, sour",1
1909,DR Congo FTO Bourbon SOPACDI,0.4,0.9,0.9,"Richly savory, deeply sweet. Ginger blossom, almond brittle, pear, fresh, moist forest notes, wildflower honey in aroma and cup. Structured balance among sweet, tart and savory tastes; crisp, velvety mouthfeel. The honey-toned finish leads with ginger blossom in the short and notes of pear and almond in the long.",africa_arabia,"['almond', 'ginger', 'pear', 'blossom', 'honey']","fruity, sweety, nutty, spicy, floral",2
1910,Mahonda Burundi,0.4,0.9,0.8,"Delicate, complex, chocolate-toned. Dried mulberry, dark chocolate, fine musk, pipe tobacco, pink peppercorn in aroma and cup. Sweetly savory structure with juicy acidity; plump, smooth mouthfeel. The finish, which consolidates to notes of dark chocolate and dried mulberry, is confident and flavor-saturated.",africa_arabia,"['mulberry', 'chocolate', 'peppercorn']","chocolate, spicy, berry",1
1911,Signature Hazelnut Dark Chocolate,0.6,0.8504273504273505,0.8,"Evaluated as espresso. Richly sweet, chocolate-toned. Chocolate fudge, magnolia, almond brittle, tangerine zest, cedar in aroma and small cup. Crisp, satiny mouthfeel; wood-framed, floral-toned finish. In three parts milk, notes of chocolate fudge resonate and linger, along with sweet magnolia-like flowers and hints of cedar.",,"['espresso', 'chocolate', 'fudge', 'brittle', 'floral']","chocolate, floral",0
1912,Signature Floral Orange,0.4,0.8504273504273505,0.8,"Evaluated as espresso. Rich, fruit-toned, balanced. Baker’s chocolate, pomegranate, gardenia, grapefruit zest, fresh-cut fir in aroma and small cup. Lean, smooth mouthfeel; gently drying, cocoa-toned finish, with hints of grapefruit zest. In cappuccino-scaled milk, baker’s chocolate is center stage, supported by notes of sweet-tart fruit.",,"['espresso', 'chocolate', 'fruit', 'grapefruit', 'cocoa']","fruity, chocolate",0
1913,Kiniyota Espresso,0.4,0.8504273504273505,0.9,"Evaluated as espresso. Intensely pungent, richly sweet. Dark chocolate, black cherry, almond, myrrh, star jasmine in aroma and small cup. Buoyant, silky mouthfeel; long, lingering finish characterized by dark chocolate and stone fruit. In three parts milk, suggestions of myrrh and star jasmine support the throughline of fudge-like chocolate notes.",africa_arabia,"['espresso', 'chocolate', 'fudge', 'pungent']",chocolate,0
1914,Guardian Spirit Espresso Blend,0.4,0.8504273504273505,0.8,"Evaluated as espresso. Richly sweet, brightly tart. Dark chocolate, lily-like flowers, blood orange zest, peach, cedar in aroma and small cup. Punchy, syrupy mouthfeel; crisp, cocoa-toned finish with lasting notes of citrus zest. In three-parts milk, the sweet-tartness of the shot carries through, bringing dark chocolate along for the ride.",,"['espresso', 'chocolate', 'syrupy', 'cocoa']","sweety, chocolate",0
1915,Kenya Nyeri Rumukia Peaberry,0.6,0.8,0.8,"Sweetly roast-rounded, cocoa-toned. Baker's chocolate, black currant, rose hip, singed cedar, almond brittle in aroma and cup. Crisply sweet-tart structure; delicate, syrupy mouthfeel. The richly drying finish centers around tart floral notes and baker's chocolate.",africa_arabia,"['cocoa', 'chocolate', 'roast', 'sweetly', 'baker']","sweety, chocolate",1
1916,Kenya Nyeri Karuthi AA,0.4,0.8,0.8,"Delicate, quietly sweet-toned. Roasted cacao nib, red grape, fresh-cut fir, lemon zest, gardenia-like flowers in aroma and cup. Gentle, rounded structure; crisp, satiny mouthfeel. The finish consolidates to notes of lemon zest and gardenia with a hint of fresh-cut fir.",africa_arabia,"['cacao', 'grape', 'flowers', 'gardenia']","fruity, chocolate, floral",2
1917,El Obraje Geisha,0.4,0.9,0.9,"Nuanced, multi-layered, richly sweet. Lavender, roasted cacao nib, salted caramel, sweet aromatic mushroom, a moist foresty hint in aroma and cup. Deeply sweet-savory in structure with bright, juicy acidity; plush, velvety mouthfeel. The finish is resonant and flavor-saturated, fulfilling the promise of the cup well into the long.",south_america,"['cacao', 'lavender', 'caramel']","sweety, chocolate, floral",2
1918,Burundi,0.4,0.8,0.8,"Deeply sweet, spice-toned. Vanilla, white peppercorn, date, moist pipe tobacco, almond in aroma and cup. Sweet-toned in structure with gentle acidity; crisp, satiny mouthfeel. The gently drying finish consolidates to notes of almond and white peppercorn.",africa_arabia,"['peppercorn', 'spice', 'vanilla', 'almond']","sweety, nutty, spicy",2
1919,Mirador Colombia,0.4,0.8,0.8,"High-toned, crisply sweet. Maple syrup, orange zest, honeysuckle-like flowers, cedar, almond butter in aroma and cup. Sweetly and roundly tart structure; full, satiny mouthfeel. The richly drying finish is redolent of honeysuckle and orange zest in the short, rounding to buttery nut suggestions in the long.",south_america,"['honeysuckle', 'syrup', 'almond', 'butter']","sweety, nutty, floral",3
1920,Kenya Kirinyaga Mukangu AB,0.4,0.9,0.8,"Richly sweet-savory, spice-toned. Black currant, roasted cacao nib, freesia-like flowers, almond, molasses in aroma and cup. Sweet-savory in structure with crisply bright acidity; velvety mouthfeel. The quietly nuanced finish centers around black currant and freesia tones in the short, molasses and almond in the long.",africa_arabia,"['cacao', 'molasses', 'almond', 'savory']","sweety, chocolate, nutty, body",2
1921,Brazil Carmo de Minas Natural,0.4,0.8,0.8," Briskly sweet-tart, fruit-forward. Dark chocolate, maraschino cherry, pipe tobacco, caramel, almond in aroma and cup. Bittersweet instructure with gentle, rounded acidity; full, syrupy mouthfeel. The drying, cocoa-toned finish leads with dark chocolate in the short with maraschino cherry resurfacing in the long. ",south_america,"['chocolate', 'cocoa', 'caramel', 'almond', 'cherry']","fruity, sweety, chocolate, nutty",2
1922,Brazil Pulped Natural,0.4,0.8,0.8,"Richly sweet, spice-toned. Ripe banana, roasted cacao nib, elm, freesia-like flowers, roasted cashew in aroma and cup. Roundly sweet-tart structure; lightly velvety mouthfeel. The crisp, richly drying finish consolidates around notes of cashew, cacao nib and a hint of spicy florals.",south_america,"['cacao', 'banana', 'ripe', 'florals', 'cashew']","fruity, chocolate, nutty, floral",2
1923,Minas Gerais Isaias Ferreira No. 2,0.4,0.8,0.8,"Delicate, chocolate-toned. Dark chocolate, hazelnut, raisin, hints of lily and oak in aroma and cup. Balanced, sweet-toned structure; satiny-smooth mouthfeel. The long finish is quietly flavor-saturated.",south_america,"['chocolate', 'hazelnut', 'raisin']","fruity, chocolate, nutty",1
1924,Brasil Ipanema Premier Cru Gold B69 Natural,0.4,0.8,0.7,"Delicate, sweet-toned, softly bright and balanced. Caramel, vanilla bean, cedar, almond, candied lemon zest in aroma and cup. Gently brisk in structure, light in mouthfeel. Sweet citrus framed by aromatic cedar carry into a short but pleasing finish.",south_america,"['citrus', 'caramel', 'almond', 'lemon']","sweety, nutty, sour",2
1925,Brazil Fazenda São Bento,0.4,0.9,0.8,"Deeply and sweetly pungent, juicy. Black currant, orange zest, cocoa, lavender, oak in aroma and cup. Sweetly and gently tart in structure, gently savory-edged. Light but silky, lively mouthfeel. Quietly rich finish: orange zest and lavender. ",south_america,"['lavender', 'currant', 'orange', 'cocoa']","fruity, chocolate, floral",2
1926,Fazenda Recreio Bourbon Pulped Natural,0.4,0.8,0.9," Round, balanced, with a quiet but deeply layered complexity. Blackberry, cocoa, pear, lavender, roasted macadamia in aroma and cup. Sweetly and roundly bright in structure; plush and lightly syrupy in mouthfeel. A richly resonant finish consolidates around cocoa, lavender and pear.",south_america,"['cocoa', 'macadamia', 'lavender', 'pear']","fruity, chocolate, nutty, floral",2
1927,Brazil Ouro de Minas Pulped Natural,0.4,0.8,0.9,"Delicate, sweetly bright and gently lemony. Ripe lemon zest, fresh-cut cedar, carnation, roasted cashew, cocoa in aroma and cup. Roundly and lightly sweet-tart in structure; satiny in mouthfeel. Quietly resonant in the finish: flowers and cedar. ",south_america,"['ripe', 'lemon', 'lemony', 'zest', 'cedar']","green, sour",2
1928,COE Brazil Naturals 2017 Sitio Esperanza 7th place,0.4,0.8,0.9,"High-toned, richly sweet-tart. Baker’s chocolate, hibiscus tea, floral vanilla, tangerine zest, brown sugar in aroma and cup. Sweetly bright in structure, with gentle acidity; plush, syrupy mouthfeel. The sweetly tart finish is gently drying, consolidating around notes of hibiscus tea and baker’s chocolate.",south_america,"['chocolate', 'hibiscus', 'sugar', 'tea', 'sweetly']","sweety, chocolate, floral",1
1929,Icamiabas Fazenda Klem Catuaí Natural,0.4,0.8,0.8,"Fruit-toned, chocolaty. Strawberry, dark chocolate, sandalwood, lavender, a hint of brandy in aroma and cup. Brisk, sweet-tart structure with juicy acidity; delicate, silky mouthfeel. Reminiscent of a chocolate cordial in the sweetly fermenty finish.",south_america,"['chocolaty', 'chocolate', 'strawberry', 'lavender', 'fruit']","fruity, chocolate, floral, berry",1
1930,Brazil Chapada Diamantina Fazenda Floresta,0.4,0.8,0.9,"Crisp, delicately sweet. Baker’s chocolate, violet-like flowers, papaya, macadamia nut, molasses in aroma and cup. Balanced, bittersweet structure; impressively buoyant, velvety mouthfeel. The resonant, flavor-saturated finish consolidates around notes of violet and papaya with a throughline of molasses-like sweetness.",south_america,"['chocolate', 'sweetness', 'molasses', 'papaya']","fruity, sweety, chocolate",1
1931,Mandheling Onan Ganjang,0.4,0.9,0.9,"Deeply sweet, richly earth-toned. Dark chocolate, candy cap mushroom, gardenia, black cherry, grapefruit zest in aroma and cup. Balanced, sweet-savory-tart structure with vibrant acidity; full, syrupy mouthfeel. The crisp, flavor-saturated finish centers around sweet fruit and floral notes and an intriguing savory inclination.",asia_pacific,"['chocolate', 'grapefruit', 'candy', 'fruit']","fruity, sweety, chocolate",1
1932,Burundi Nemba,0.4,0.8,0.9,"Delicately rich, vibrantly sweet-savory. Wisteria, chocolate fudge, mango, candied lime zest, allspice in aroma and cup. Sweetly tart in structure; full, velvety mouthfeel. The long finish consolidates to notes of wisteria and allspice.",africa_arabia,"['fudge', 'chocolate', 'wisteria', 'mango', 'sweetly']","fruity, sweety, chocolate, floral",1
1933,Static Peru Cajamarca,0.4,0.8,0.8,"Quietly and delicately crisp. Candied walnut, peach, honeysuckle, cedar, ripe banana in aroma and cup. Gently and sweetly brisk in structure; light, very silky in mouthfeel. Walnut, peach and cedar in particular carry into a sweet though drying finish.",south_america,"['banana', 'ripe', 'walnut', 'honeysuckle']","fruity, nutty, floral",2
1934,Ethiopia Banko Gotiti Natural,0.2,0.9,0.9,"High-toned, deeply sweet. Honeysuckle, blackberry, cardamom, tangerine zest, sandalwood in aroma and cup. Sweet-tart structure with vibrant acidity; buoyant, satiny mouthfeel. The flavor-saturated finish leads with rich floral notes and crisply sweet suggestions of mixed berries",africa_arabia,"['berries', 'honeysuckle', 'floral', 'tangerine']","fruity, floral, berry",2
1935,Yemen Microlot,0.2,0.9,0.9,"Delicate, high-toned, richly sweet. Caramelized apple, honeysuckle, baker’s chocolate, tangerine zest, frankincense in aroma and cup. Balanced structure with bright, juicy acidity; buoyant, syrupy mouthfeel. The deeply sweet, flavor-laden finish leads with notes of cacao nib and honeysuckle in the short and rich frankincense with hints of bittersweet citrus zest in the long.",africa_arabia,"['cacao', 'honeysuckle', 'chocolate', 'caramelized', 'frankincense']","sweety, chocolate, floral",2
1936,Lycello by Ninety Plus,0.4,0.9,0.9,"Sweetly spice-toned, deeply rich. Bergamot, almond, fresh parsley, gardenia, oak in aroma and cup. Crisply sweet, softly tart in structure; plush, full mouthfeel. The rich, resonant finish carries over all the notes from the cup, a nut-toned bergamot in particular.",central_america,"['bergamot', 'spice', 'sweetly', 'parsley']","fruity, sweety, spicy",2
1937,Lotus by Ninety Plus,0.4,0.9,0.9,"Wildly, disconcertingly original. Sweetly tart, simultaneously fruit- and earth-toned, bright yet lush. Fresh clover, earth, fresh-pressed red grape juice, dark chocolate, white peppercorn in aroma and cup. Juicy sweet yet zesty and savory in structure. Full, syrupy mouthfeel. The finish is resonant and intensely flavor-saturated. ",central_america,"['grape', 'fruit', 'peppercorn']","fruity, spicy",2
1938,Guji Allona Ethiopia Natural,0.4,0.9,0.8,"Crisply sweet, fruit-toned. Blackberry, baker’s chocolate, freesia, hazelnut, cedar in aroma and cup. Sweet-tart structure with bright acidity; velvety-textured, crisp mouthfeel. The cocoa-toned finish has a berry throughline, enveloped by spicy floral notes.",africa_arabia,"['chocolate', 'hazelnut', 'cocoa', 'blackberry', 'fruit']","fruity, chocolate, nutty, berry",1
1939,Monteverde Costa Rica,0.4,0.8,0.9,"Deeply rich, sweetly roast-toned. Dark chocolate, raisin, molasses, cedar, a hint of cinnamon in aroma and cup. Sweet in structure with gentle, rounded acidity. The finish is chocolate through and through, with raisin in the short and aromatic wood notes resurfacing in the long.",central_america,"['chocolate', 'roast', 'cinnamon', 'raisin']","fruity, chocolate, spicy",1
1940,Kenya Nyeri Gatugi Peaberry,0.6,0.9,0.9," Richly sweet-savory, roast-cradled. Toasted coconut, black currant, tamari-roasted almond, myrrh, lavender in aroma and cup. Sweetly savory in structure with balanced, juicy acidity; buoyant, syrupy mouthfeel. The richly drying finish consolidates to notes of lavender and tamari-roasted almond.",africa_arabia,"['almond', 'lavender', 'savory', 'coconut']","sweety, nutty, floral, body",2
1941,Karen J Red Bourbon,0.4,0.9,0.9,"Rich-toned, subtly complex. Pineapple, sandalwood, jasmine, honey, cocoa in aroma and cup. Deeply sweet in structure with juicy acidity; plush, syrupy mouthfeel. The resonant finish leads with cocoa-toned pineapple in the short, rounding to jasmine in the long.",hawaii,"['pineapple', 'cocoa', 'syrupy', 'toned']","fruity, sweety, chocolate",2
